,sp,d,fr,sk,sd,n,seed,dens,disc,mxmin,mnmax,eOpt,covCon,delaunayErrEst0.1,rbfErrEst0.1,gpErrEst0.1,delaunayIntError0.1,rbfIntError0.1,gpIntError0.1,mlpIntErr0.1,delaunayErrEst2.0,rbfErrEst2.0,gpErrEst2.0,delaunayIntError2.0,rbfIntError2.0,gpIntError2.0,mlpIntErr2.0
0,sob,5,0.0,0.0,1.0,1024,0,32.0,0.6691113648500506,0.2000038116712647,0.8055002875354338,18.47436327977358,0.999950936920907,13.755202483936474,0.1473909292170974,0.0006122248255408,0.016338596681631,0.0003418417617352,0.00044360030304,0.0029177101643065,13.3509585330147,0.1959808348729348,0.0516537423520071,0.094028544936369,0.0210928108402633,0.0093812426641213,0.0442456283430582
1,sob,5,0.0,0.0,1.0,1024,1,32.0,0.6692785307628424,0.1974737238160681,0.7594289307364943,18.460067762043288,0.9983629551571545,5.168597551502754,0.1874096097522543,0.0009621627046573,0.0250715079190377,0.0009584978402859,0.0007742115497291,0.0126136774287585,22.43712327161372,0.1965227232535098,0.0660308132173307,0.0839496976766389,0.0252175677669893,0.0095841514030862,0.0378371714021553
2,sob,5,0.0,0.0,1.0,1024,2,32.0,0.6692460790494148,0.2021887766190633,0.8679999767430955,18.47519529515012,0.9999985581837164,3.0525189802013704,0.1640527355359017,0.0006455976962316,0.0220815163135513,0.0006115562177583,0.0004492905094631,8.475202805002802e-05,2.981104716893385,0.1920316858350253,0.0930109581828179,0.1047474059422354,0.0282136735891653,0.0160354608153467,0.0381340856671277
3,sob,5,0.0,0.0,1.0,1024,3,32.0,0.6692883632692213,0.1992796468417305,0.8250442754154454,18.474785742791017,0.9999542243257358,15.405653071942837,0.1666886242949042,0.0006576299296013,0.022568527242293,0.0007349734372057,0.0005141531499749,0.0026191966693589,98.79712034574474,0.1047262717422879,0.1386235459773601,0.0918828143202324,0.0317490599484908,0.042826025284465,0.067025405302914
4,sob,5,0.0,0.0,1.0,1024,4,32.0,0.6692650345116684,0.1010752601096024,0.7875838918008319,18.475102897769627,0.9999885559732256,2.220255675087475,0.1562265909622966,0.0006833495071016,0.0186628582869374,0.000462333572637,0.000449166864072,0.0111386740817717,75.14835133694491,0.0725106869071707,0.1623276908993462,0.2524521220050736,0.0276779042128781,0.0710458151471354,0.0479372612901143
5,sob,5,0.0,0.0,1.0,16384,0,512.0,0.6692509241506781,0.0589630937953833,0.4894481559058009,73.90083445627208,0.9999999999999996,4.601280016898462,0.1505255952266937,3.455797937352876e-06,0.0069557241445182,1.419568759930545e-06,6.617789075069602e-07,0.0019201446781714,46.57286731423636,0.211502568531546,0.0011981876142039,0.0826775474330813,0.0073236531567062,0.0002140606080251,0.0078766229331142
6,sob,5,0.0,0.0,1.0,16384,1,512.0,0.6692509898122267,0.0849299231403666,0.4586987811330322,73.90083445304589,0.9999999999563436,1.3320926638366175,0.1412790628205634,3.433208353455639e-06,0.0059733644587912,2.414680086437748e-07,4.459717009575037e-07,0.0011579731964532,15.849760876006664,0.2150490168973865,0.0007546953311231,0.0289201861649886,0.0038000611954493,6.829299467078775e-05,0.0042433060211668
7,sob,5,0.0,0.0,1.0,16384,2,512.0,0.6692507963341106,0.0792644947439917,0.4626408226565267,73.90083445627208,0.9999999999999996,8.343280852638788,0.1371787867342333,3.352642242806568e-06,0.0056240752713194,6.360243084424511e-07,6.619205165647735e-07,0.0026206494977479,131.19440520106582,0.2355931064066254,0.0037661861771838,0.0363442326745182,0.0085116025991782,0.0005459885709663,0.0018606999339207
8,sob,5,0.0,0.0,1.0,16384,3,512.0,0.6692506518227535,0.0863435015488091,0.4963474197574838,73.9008344562721,0.9999999999999996,1.232942043803917,0.1405177017317143,3.347256609911321e-06,0.0060560277587524,8.862774541484875e-07,6.213345560279748e-07,0.002713012983415,198.5431671065017,0.214083743749157,0.0092834788527718,0.0407428482161608,0.0124938327309948,0.0018629079272057,0.0129437226220431
9,sob,5,0.0,0.0,1.0,16384,4,512.0,0.6692505258621733,0.0721265233288784,0.4491844117238359,73.90083445626586,0.9999999999999146,0.6134704869340278,0.0789730458399627,2.9998427905628484e-06,0.0021227383266329,3.240572217788618e-07,5.208579746951436e-07,0.0011638225463624,3033.392556275962,0.1509038622568844,0.0160645368963258,0.2555743636527145,0.0143529111048253,0.0052433904315052,0.0116211582029848
10,sob,5,0.0,0.0,1.0,256,0,8.0,0.6689747655760492,0.2727098135351151,1.0901314092565062,9.223216659361944,0.9969793857813002,1.200535503760971,0.1404347150260947,0.0096541945914322,0.0244852839848788,3.43507059392123e-05,0.0050080294558226,0.0075144727368379,1.814316754810108,0.1867038346891623,0.19187883176088,0.0832963161782649,0.0402340493304563,0.0419043723769233,0.0547062604734228
11,sob,5,0.0,0.0,1.0,256,1,8.0,0.66943656955018,0.2856827748736409,1.1356941215293486,9.17940956369605,0.9875180382909646,9.5546384754821,0.176846749006739,0.0161946834249943,0.0405158890065844,0.0022859213068637,0.0072877589040981,0.0039529090677238,5.116671821857864,0.155827504854436,0.2306596892776765,0.0965676843725431,0.0422946327647293,0.0220066168622469,0.0054430278190884
12,sob,5,0.0,0.0,1.0,256,2,8.0,0.6690837798907587,0.3304680773907337,1.1148357295360378,9.236731040728388,0.9998099366963252,3.613167997061776,0.1792699774857467,0.0164213487422418,0.0369360407498664,0.0017380546899961,0.0057344894142037,0.0058906916205579,3.590096171396523,0.175404448225595,0.203424270576761,0.106211190541395,0.0447133365923441,0.0297830752052579,0.0081602887108921
13,sob,5,0.0,0.0,1.0,256,3,8.0,0.6693932679777506,0.2422042981495434,1.0857311482843444,9.183290058622704,0.9883303293144904,1.8147561230270348,0.1544580352946314,0.0132408389676639,0.0286257502191229,0.0009177847529367,0.004377146328852,0.0016887474697272,127.52964902944746,0.070344560832642,0.3145113155385484,0.0821413686463467,0.0453221844614093,0.0546012377618958,0.0458801388726916
14,sob,5,0.0,0.0,1.0,256,4,8.0,0.6692316072805036,0.3546319060430554,1.0556162236810254,9.183213530535204,0.9883376701753002,2.7083364132914247,0.1571642409570477,0.0091529837749556,0.027650958264028,3.732903255415643e-05,0.0039160695031766,0.001743796301258,85.49598462323463,0.4753867916558499,0.3451892148554142,0.2705823146971254,0.0563985498042325,0.2039393259327988,0.0463630262915142
15,sob,5,0.0,0.0,1.0,4096,0,128.0,0.6692483109680998,0.1424221460576314,0.6200464408625506,36.950311511993135,0.9999942779704722,3.807008484959344,0.1570833028811916,1.053927699490614e-05,0.0122651010927766,2.526855479373369e-05,2.93080573754434e-07,0.0060382778606458,4.129187863494686,0.2035740127339995,0.0053629412071798,0.0971744120880103,0.0134771159704885,0.0018844570756,0.0462263851631256
16,sob,5,0.0,0.0,1.0,4096,1,128.0,0.6692866044483514,0.1072816085677833,0.6179361573376572,36.94957148810416,0.9999542245931932,1.3923824317798548,0.1572576503404824,1.14247111336815e-05,0.0128254236636431,4.173904785126359e-05,4.894595253546186e-07,0.0044832413968281,7.500715489993839,0.2033083970975971,0.0064824589306187,0.015208875320549,0.0084069864366398,0.0005787729649811,0.0102871758031561
17,sob,5,0.0,0.0,1.0,4096,2,128.0,0.669255234908769,0.1235651444335146,0.61674226989905,36.95039079590268,0.9999985693149364,1.23678320797164,0.1414236432634024,9.3923146111552e-06,0.0073014502560453,1.1333781638922512e-05,1.4581284013548412e-08,0.0130325108504523,69.64325903596887,0.2151380206420505,0.0167903802295808,0.0273493102458014,0.0120224387480323,0.0011809612101393,0.0189330357593273
18,sob,5,0.0,0.0,1.0,4096,3,128.0,0.6692501207691812,0.1279230025880048,0.6164732980214268,36.95041392450956,0.9999998211859962,3.6040649101178497,0.1333137547154039,8.339210910187167e-06,0.0091454551540244,8.633464309792949e-06,4.395513213961699e-07,0.0015593827092832,156.09731047129293,0.1938850381247105,0.0293777434710037,0.032572125867973,0.0177362013816273,0.0061265032560886,0.0197046097461706
19,sob,5,0.0,0.0,1.0,4096,4,128.0,0.6692481255230116,0.1010752601096024,0.5756096552377071,36.95020579554777,0.999988555973686,5.8398083502833344,0.1753862139323296,1.3218031857545173e-05,0.013559801207468,4.706922683517245e-05,7.028147386289874e-07,0.013043230360594,184.1618772304145,0.0838876979661777,0.0408167176669915,0.2291502539840557,0.0200993495296096,0.0207447104813391,0.0071282097851699
20,sob,5,1.0,0.0,1.0,1024,0,32.0,0.6691113648500506,0.2000038116712647,0.8055002875354338,18.47436327977358,0.999950936920907,8.931230030418172,0.4061118480503189,0.0009572254503451,0.3685361343319319,0.4174361016139302,0.4117532529238776,0.4055566759175587,33.49900504234799,0.5399934680882615,0.0807616331814568,0.1337824355858388,0.1260237824316378,3.8506203013861056,0.0581931948357886
21,sob,5,1.0,0.0,1.0,1024,1,32.0,0.6692785307628424,0.1974737238160681,0.7594289307364943,18.460067762043288,0.9983629551571545,7.103546619144589,0.6676248441016834,0.0012098466523257,0.4277267096280711,0.4752548722512544,0.4474121537064094,0.4297203431416043,31.012626292370708,0.7000892464799794,0.0830287413289288,0.1866039161028344,0.1274575794167194,4.2425222378386245,0.0869337658900866
22,sob,5,1.0,0.0,1.0,1024,2,32.0,0.6692460790494148,0.2021887766190633,0.8679999767430955,18.47519529515012,0.9999985581837164,3.742009237877789,0.7185689429004701,0.0008422967621796,0.4298984502069467,0.4703028570652329,0.5613617102819879,0.46719414129708,4.417081197679011,0.8411198084756822,0.1213493006277707,0.1943564338401101,0.141663825210528,2.984173827085825,0.1749329540061625
23,sob,5,1.0,0.0,1.0,1024,3,32.0,0.6692883632692213,0.1992796468417305,0.8250442754154454,18.474785742791017,0.9999542243257358,15.934686581973503,0.5381531159834176,0.0010598753020932,0.3767075072167232,0.459060668008308,0.4523058403225568,0.4594743072306742,129.23966561916228,0.3381080724724734,0.2234139081216392,0.2364392512011845,0.1282953498562975,2.60737756980481,0.1786023330927357
24,sob,5,1.0,0.0,1.0,1024,4,32.0,0.6692650345116684,0.1010752601096024,0.7875838918008319,18.475102897769627,0.9999885559732256,2.7786388504657644,0.6173729403995545,0.0009059729689708,0.4504010773956447,0.4719330967068186,0.519596310677195,0.4151034509854143,102.07260683832072,0.2865462000452614,0.2152112477464461,0.3281115185331933,0.0343115295790624,4.545130220003903,0.3022239219911138
25,sob,5,1.0,0.0,1.0,16384,0,512.0,0.6692509241506781,0.0589630937953833,0.4894481559058009,73.90083445627208,0.9999999999999996,10.40091514975249,0.6858330972297929,5.368961657511992e-06,0.2971008657333778,0.3225234432932503,0.4296320692750346,0.4259234097012062,8.514902197184881,0.9636597777912193,0.0018615160596149,0.1584668567124093,0.097616694934415,5.917463425407247,0.225924113593736
26,sob,5,1.0,0.0,1.0,16384,1,512.0,0.6692509898122267,0.0849299231403666,0.4586987811330322,73.90083445304589,0.9999999999563436,19.123856528523334,0.6002088578532246,5.683184537371302e-06,0.281495505112514,0.2499214043726473,0.4308463641866522,0.3804045603352151,17.550482833643425,0.9136125497829402,0.001249289991954,0.1271138809195084,0.1333349064716515,1.3758306421472182,0.1912585644182179
27,sob,5,1.0,0.0,1.0,16384,2,512.0,0.6692507963341106,0.0792644947439917,0.4626408226565267,73.90083445627208,0.9999999999999996,6.221396327314052,0.6683840955484208,5.470242758669661e-06,0.2983431968346571,0.3340724410283432,0.4213190829907175,0.3771210131233702,249.15234317505767,1.1478938478156042,0.0061449898830527,0.0122786662632955,0.0631110349160786,7.51140514161316,0.7982496254142201
28,sob,5,1.0,0.0,1.0,16384,3,512.0,0.6692506518227535,0.0863435015488091,0.4963474197574838,73.9008344562721,0.9999999999999996,3.90351740461432,0.6597683504291969,5.07055560178888e-06,0.3219089783572919,0.2604023741961814,0.3877037434516113,0.3418080551556675,79.4658387655174,1.0051806763589386,0.0140629778910969,0.2259783754611248,0.0079954325510338,86.93767932037078,0.0002432696175592
29,sob,5,1.0,0.0,1.0,16384,4,512.0,0.6692505258621733,0.0721265233288784,0.4491844117238359,73.90083445626586,0.9999999999999146,5.684882931452317,0.3346713928022539,5.644473675685479e-06,0.1228242580153227,0.0518679977904763,0.374135035635353,0.2691121790545343,2267.25274129952,0.6394992775521751,0.0302268691908272,0.2661687321256105,0.0113532276667188,83.94688142665751,0.270374101959852
30,sob,5,1.0,0.0,1.0,256,0,8.0,0.6689747655760492,0.2727098135351151,1.0901314092565062,9.223216659361944,0.9969793857813002,0.5459038745590056,0.31511202031866,0.0143764450042786,0.3269276200074314,0.3490790159613103,0.3152461005372291,0.367389716459261,1.8002708331226236,0.4189321888053903,0.2857343972270483,0.1635496911577059,0.154274701101048,0.0322862483240363,0.1233282526144202
31,sob,5,1.0,0.0,1.0,256,1,8.0,0.66943656955018,0.2856827748736409,1.1356941215293486,9.17940956369605,0.9875180382909646,11.88448584000721,0.5015602646793379,0.0195551864048956,0.3918514224068606,0.4135165371055745,0.3331652474034223,0.4580717585964275,5.69126700816936,0.4419469683105879,0.2785230869631429,0.1440015618726689,0.0707438593804217,0.5126637845982623,0.045434074666902
32,sob,5,1.0,0.0,1.0,256,2,8.0,0.6690837798907587,0.3304680773907337,1.1148357295360378,9.236731040728388,0.9998099366963252,7.766535666165004,0.3865800599239104,0.0203858860543429,0.3687321744965022,0.4149721797178959,0.5259899990863947,0.43446831380037,6.527944532834282,0.3782443834543472,0.2525361385205885,0.1818214792165813,0.1199997906992612,0.2483628402063912,0.1305686791960974
33,sob,5,1.0,0.0,1.0,256,3,8.0,0.6693932679777506,0.2422042981495434,1.0857311482843444,9.183290058622704,0.9883303293144904,5.771569659805211,0.4128019711862,0.0216890014269889,0.6264211193190179,0.5228869022621303,0.5628416864474792,0.4571911709666123,143.55133696365107,0.1880017010351775,0.5151815823890533,0.1668791089938341,0.0808842912329155,0.2463040497359503,0.0658509427158304
34,sob,5,1.0,0.0,1.0,256,4,8.0,0.6692316072805036,0.3546319060430554,1.0556162236810254,9.183213530535204,0.9883376701753002,6.993680129529361,0.346439333417592,0.0111702602814325,0.416276216403991,0.4830919531776712,0.4615366949338422,0.498896093021482,90.6462142673817,1.0479017505120014,0.4212673671320958,0.1321041256850259,0.1304127764626479,0.5717954962248606,0.0487568748335435
35,sob,5,1.0,0.0,1.0,4096,0,128.0,0.6692483109680998,0.1424221460576314,0.6200464408625506,36.950311511993135,0.9999942779704722,2.6163762992951254,0.6738172120249516,1.65576592588186e-05,0.3856536976210725,0.4297544025736477,0.4986015563273832,0.4102366824845865,9.317822929903004,0.8732415933786674,0.0084254122153236,0.1596682367481889,0.0691319661838649,32.95817329242232,0.1609674090796745
36,sob,5,1.0,0.0,1.0,4096,1,128.0,0.6692866044483514,0.1072816085677833,0.6179361573376572,36.94957148810416,0.9999542245931932,5.669618574700868,0.5551810398930702,2.00120178168352e-05,0.3528389080738155,0.3307803296314376,0.3159954737292065,0.3398399446155721,13.586015968395673,0.7177581953898785,0.0113549552455635,0.1883569107623485,0.1366685832063293,24.04833953923401,0.063664528149161
37,sob,5,1.0,0.0,1.0,4096,2,128.0,0.669255234908769,0.1235651444335146,0.61674226989905,36.95039079590268,0.9999985693149364,4.183512393138652,0.6411677743207485,1.3558587387832965e-05,0.3000439208841683,0.3638751786494574,0.3702568404988606,0.5430942145503173,165.69632038905834,0.9753642508694352,0.0242383104743245,0.1950643297881996,0.1076229421798252,72.60583683160799,0.5067192448241582
38,sob,5,1.0,0.0,1.0,4096,3,128.0,0.6692501207691812,0.1279230025880048,0.6164732980214268,36.95041392450956,0.9999998211859962,29.94332703108802,0.5402876321175091,1.291385822377131e-05,0.3280426873922796,0.2929160177548954,0.3154752213062123,0.3282443000333338,261.48914997493625,0.7857680430278131,0.0454935146987847,0.0622757370108272,0.1667819338693383,24.391896687382733,0.3114034988406844
39,sob,5,1.0,0.0,1.0,4096,4,128.0,0.6692481255230116,0.10107526010960244,0.5756096552377071,36.95020579554777,0.999988555973686,47.669756467294626,0.7816944883893086,2.1156947469922864e-05,0.49514743644627607,0.5376131071112773,0.6914748176635634,0.483187375815343,191.59896215723825,0.37388657679291265,0.06533174990664543,0.2309847403984917,0.030759415478268437,202.04670717065454,0.10729810907960646
